author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Экран;developer;https://www.cian.ru/sale/flat/311699421/;Москва;sale;flat;4;7;5;168.96;722211960;Замоскворечье;;к1;Третьяковская;Русские Сезоны ЖК
Виктория Квашнина;realtor;https://www.cian.ru/sale/flat/302911154/;Москва;sale;flat;5;8;5;260.0;598000000;Якиманка;Старомонетный переулок;12;Полянка;Cloud Nine
Донстрой;developer;https://www.cian.ru/sale/flat/312497278/;Москва;sale;flat;12;14;5;219.0;205071600;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/314097486/;Москва;sale;flat;10;14;5;127.22;90000000;Раменки;проспект Генерала Дорохова;39к2Г;Минская;Собрание клубных домов West Garden
Level Group;developer;https://www.cian.ru/sale/flat/315652753/;Москва;sale;flat;27;45;5;96.1;41987388;Даниловский;;;Серпуховская;Павелецкая Сити
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307827905/;Москва;sale;flat;8;53;5;231.0;157000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Sminex;developer;https://www.cian.ru/sale/flat/306342128/;Москва;sale;flat;9;10;5;337.1;1571110000;Хамовники;Фрунзенская набережная;30;Фрунзенская;Клубный город-парк 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/311040202/;Москва;sale;flat;37;37;5;187.2;175000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Экран;developer;https://www.cian.ru/sale/flat/311699418/;Москва;sale;flat;4;7;5;168.82;506460000;Замоскворечье;;к3;Третьяковская;Русские Сезоны ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/313075925/;Москва;sale;flat;4;7;5;334.4;840040000;Хамовники; Ефремова;19к4;Спортивная;Knightsbridge Private Park
ГК Сумма Элементов;developer;https://www.cian.ru/sale/flat/315695825/;Москва;sale;flat;53;85;5;210.64;182600558;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Москва-Сити;Дом Дау
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306881657/;Москва;sale;flat;23;24;5;420.0;150000000;Щукино; Маршала Бирюзова;32К1;Октябрьское поле;Две башни
Istudio;real_estate_agent;https://www.cian.ru/sale/flat/312776731/;Москва;sale;flat;4;6;5;195.0;230000000;Раменки;Минская ;2Вк4;Минская;Снегири Эко
Экран;developer;https://www.cian.ru/sale/flat/311699419/;Москва;sale;flat;2;7;5;213.83;705639000;Замоскворечье;;к1;Третьяковская;Русские Сезоны ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/311537320/;Москва;sale;flat;2;9;5;163.5;490500000;Пресненский;Гранатный переулок;6;Баррикадная;Гранатный, 6
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/313907925/;Москва;sale;flat;9;9;5;260.0;1100000000;Хамовники;Саввинская набережная;13;Киевская;SAVVIN RIVER RESIDENCE
Донстрой;developer;https://www.cian.ru/sale/flat/316119952/;Москва;sale;flat;7;19;5;167.5;;Хорошево-Мневники;Жилой комплекс остров;;Мнёвники;Остров
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304191642/;Москва;sale;flat;14;17;5;208.0;61000000;Раменки;Мичуринский проспект;19К2;Раменки;
Optima Development;developer;https://www.cian.ru/sale/flat/305654485/;Москва;sale;flat;15;41;5;217.1;147920000;Хорошевский;Ленинградский проспект;37/1;ЦСКА;Прайм Парк
MR Group;developer;https://www.cian.ru/sale/flat/309818491/;Москва;sale;flat;52;59;5;102.1;35364172;Можайский;Верейская ;29С32А;Давыдково;SET
Optima Development;developer;https://www.cian.ru/sale/flat/313792267/;Москва;sale;flat;32;41;5;230.5;306265350;Хорошевский;Ленинградский проспект;37/1;ЦСКА;Прайм Парк
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315202412/;Москва;sale;flat;7;7;5;242.0;180000000;Пресненский;Никитский бульвар;12;Арбатская;
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292542548/;Москва;sale;flat;9;11;5;363.0;575000000;Хамовники;1-й Неопалимовский переулок;8;Парк Культуры;Венский дом
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/315445576/;Москва;sale;flat;4;4;5;225.7;495000000;Раменки;Минская ;2Вк5;Минская;Снегири Эко
Яна Ветер;realtor;https://www.cian.ru/sale/flat/315834783/;Москва;sale;flat;1;11;5;150.0;34900000;Останкинский;Березовая аллея;17к2;Ботанический сад;Green park
Sminex;developer;https://www.cian.ru/sale/flat/313910386/;Москва;sale;flat;5;5;5;271.9;1201490000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/313871189/;Москва;sale;flat;6;10;5;322.0;275000000;Хорошево-Мневники; Нижние Мневники;10;Терехово ;Остров
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/315207066/;Москва;sale;flat;6;6;5;300.0;199000000;Мещанский;Большой Сухаревский переулок;24;Сухаревская;
Sminex;developer;https://www.cian.ru/sale/flat/309097275/;Москва;sale;flat;6;6;5;392.2;1599500000;Басманный;Потаповский переулок;5С4;Чистые пруды;Исторический дом 
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297630550/;Москва;sale;flat;7;8;5;265.0;450000000;Таганский;Котельническая набережная;21;Таганская;Симфония набережных
Capital Group;developer;https://www.cian.ru/sale/flat/315140272/;Москва;sale;flat;12;18;5;204.8;329091840;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/302308573/;Москва;sale;flat;9;19;5;180.8;75000000;Хорошевский; Викторенко;4К1;Аэропорт;
РЕСКОР;real_estate_agent;https://www.cian.ru/sale/flat/304833310/;Москва;sale;flat;6;15;5;95.0;36500000;Красносельский;Верхняя Красносельская ;8К2;Красносельская;
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833905/;Москва;sale;flat;66;66;5;588.1;949781500;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307984121/;Москва;sale;flat;41;41;5;165.0;250000000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/310669658/;Москва;sale;flat;6;7;5;246.0;189750000;Тверской;Тверская ;28к1;Маяковская;
Capital Group;developer;https://www.cian.ru/sale/flat/315140318/;Москва;sale;flat;16;18;5;207.0;400846025;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/316201143/;Москва;sale;flat;17;17;5;148.0;120000000;Даниловский;проспект Лихачева;10к1;Технопарк;Квартал на набережной NOW
VESPER;developer;https://www.cian.ru/sale/flat/306541531/;Москва;sale;flat;21;21;5;387.3;798486728;Пресненский; Костикова;4к2;Улица 1905 года;Lucky
ID 129849966;realtor;https://www.cian.ru/sale/flat/316184915/;Москва;sale;flat;3;4;5;99.0;55000000;Тверской;Страстной бульвар;4;Чеховская;
КОРТРОС;developer;https://www.cian.ru/sale/flat/306568660/;Москва;sale;flat;24;24;5;118.1;;Останкинский;;;Алексеевская;АйЛав ЖК
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/316175557/;Москва;sale;flat;3;8;5;105.0;33990000;Алексеевский; Бориса Галушкина;26;ВДНХ;
Sminex;developer;https://www.cian.ru/sale/flat/313910394/;Москва;sale;flat;3;5;5;200.6;525870000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/313976161/;Москва;sale;flat;8;33;5;150.0;52000000;Нагатино-Садовники;1-й Нагатинский проезд;11к3;Нагатинская;Скай Форт
Донстрой;developer;https://www.cian.ru/sale/flat/315423202/;Москва;sale;flat;15;19;5;231.6;379129200;Замоскворечье;Большая Татарская ;;Новокузнецкая;Татарская 35
Терра-недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/311774986/;Москва;sale;flat;3;5;5;161.0;70000000;Кунцево;Ельнинская ;15к2;Молодёжная;Изумрудная долина I
Стадион Спартак;developer;https://www.cian.ru/sale/flat/309287086/;Москва;sale;flat;16;18;5;209.2;164452120;Покровское-Стрешнево;;;Спартак;Клубный Город на Реке Примавера ЖК
Бюро Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/313390277/;Москва;sale;flat;2;4;5;192.1;489300000;Хамовники;Пречистенская набережная;7;Парк Культуры;Кленовый DOM
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/314299175/;Москва;sale;flat;14;17;5;208.0;65000000;Раменки;Мичуринский проспект;19К2;Раменки;
Юрий Луизо;realtor;https://www.cian.ru/sale/flat/302616034/;Москва;sale;flat;6;17;5;140.2;83500000;Сокольники;2-й Полевой переулок;2К3;Сокольники;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308525111/;Москва;sale;flat;2;10;5;250.0;225000000;Хамовники;3-я Фрунзенская ;5к1;Фрунзенская;Спорт Хаус
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/315514483/;Москва;sale;flat;9;10;5;182.9;43000000;Северное Бутово;Старокачаловская ;6;Бульвар Дмитрия Донского;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106315/;Москва;sale;flat;11;11;5;363.0;575000000;Хамовники;1-й Неопалимовский переулок;8;Смоленская;Венский дом
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/311764460/;Москва;sale;flat;10;13;5;200.0;500000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Sminex;developer;https://www.cian.ru/sale/flat/313246220/;Москва;sale;flat;5;6;5;259.1;774390000;Басманный;Потаповский переулок;5С4;Чистые пруды;Исторический дом 
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/305265335/;Москва;sale;flat;5;17;5;212.0;94990000;Раменки;Мичуринский проспект;19К1;Раменки;
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/313473360/;Москва;sale;flat;3;6;5;107.2;38000000;Басманный; Фридриха Энгельса;3-5С1;Бауманская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/315512880/;Москва;sale;flat;37;37;5;187.2;175000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/312987773/;Москва;sale;flat;12;19;5;174.0;145500000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
Sminex;developer;https://www.cian.ru/sale/flat/315992385/;Москва;sale;flat;3;7;5;205.8;297390000;Пресненский;;;Белорусская;Тишинский Бульвар ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/310230528/;Москва;sale;flat;7;8;5;260.0;190000000;Хамовники; Остоженка;5;Кропоткинская;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/315959504/;Москва;sale;flat;5;10;5;233.0;269899999;Якиманка; Малая Полянка;2;Полянка;Онегин
Стадион Спартак;developer;https://www.cian.ru/sale/flat/309287090/;Москва;sale;flat;17;18;5;209.6;166611040;Покровское-Стрешнево;;;Спартак;Клубный Город на Реке Примавера ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298519131/;Москва;sale;flat;6;6;5;319.3;250000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/313285909/;Москва;sale;flat;3;17;5;115.0;26900000;Восточное Дегунино; 800-летия Москвы;32;Бескудниково;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/309039966/;Москва;sale;flat;57;76;5;303.4;260000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/311821579/;Москва;sale;flat;10;10;5;178.1;145000000;Дорогомилово;Студенческая ;20к1;Студенческая;
Александра Тимофеева;realtor;https://www.cian.ru/sale/flat/311206034/;Москва;sale;flat;2;4;5;81.5;39000000;Тверской;Садовая-Самотечная ;4;Цветной бульвар;
Level Group;developer;https://www.cian.ru/sale/flat/315652760/;Москва;sale;flat;41;45;5;101.7;45944011;Даниловский;;;Серпуховская;Павелецкая Сити
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/315412867/;Москва;sale;flat;9;9;5;210.45;420900000;Раменки;Мосфильмовская ;1к6;Ломоносовский проспект;Вишневый сад
Анна Смирнова;realtor;https://www.cian.ru/sale/flat/312311699/;Москва;sale;flat;1;12;5;101.2;25400000;Отрадное; Декабристов;8К1;Отрадное;
Tekta Group;developer;https://www.cian.ru/sale/flat/315468704/;Москва;sale;flat;34;34;5;108.3;48236820;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/305328159/;Москва;sale;flat;3;14;5;303.0;380000000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/316073891/;Москва;sale;flat;4;4;5;97.0;36500000;Тверской;Новослободская ;5С2;Новослободская;
Sminex;developer;https://www.cian.ru/sale/flat/307188131/;Москва;sale;flat;11;22;5;226.4;257420000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/315412283/;Москва;sale;flat;9;9;5;217.05;434100000;Раменки;Мосфильмовская ;1к6;Ломоносовский проспект;Вишневый сад
ID 64545980;homeowner;https://www.cian.ru/sale/flat/315288560/;Москва;sale;flat;30;31;5;410.0;400000000;Очаково-Матвеевское;Нежинская ;1к3;Давыдково;Кутузовская Ривьера
Sminex;developer;https://www.cian.ru/sale/flat/316094860/;Москва;sale;flat;10;14;5;317.3;1012600000;Якиманка;;;Новокузнецкая;Лаврушинский ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303394836/;Москва;sale;flat;3;6;5;301.5;260000000;Хамовники;1-й Зачатьевский переулок;6;Кропоткинская;
Донстрой;developer;https://www.cian.ru/sale/flat/316119680/;Москва;sale;flat;6;21;5;142.0;;Хорошево-Мневники;Жилой комплекс остров;;Мнёвники;Остров
