author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315253214/;Москва;sale;flat;24;79;1;72.0;70000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Мангазея;developer;https://www.cian.ru/sale/flat/313794821/;Москва;sale;flat;6;40;1;40.2;;Даниловский;;;Тульская;Мангазея на Тульской ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/315557965/;Москва;sale;flat;6;24;1;47.0;27400000;Тропарево-Никулино;проспект Вернадского;80;Юго-Западная;Клубный дом Full House
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/314106108/;Москва;sale;flat;5;21;1;18.4;7300000;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
MR Group;developer;https://www.cian.ru/sale/flat/308088559/;Москва;sale;flat;3;7;1;78.34;195850000;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
Upside Development;developer;https://www.cian.ru/sale/flat/297367336/;Москва;sale;flat;6;8;1;35.6;7821320;Бибирево; Корнейчука;27;Алтуфьево;Clementine
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/315038802/;Москва;sale;flat;10;18;1;39.7;;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/315680154/;Москва;sale;flat;12;15;1;35.6;13500000;Коньково;Профсоюзная ;69;Калужская;Дом на Профсоюзной 69
PIONEER;developer;https://www.cian.ru/sale/flat/315885222/;Москва;sale;flat;4;22;1;31.0;;Марьина роща;Прайд жилой квартал;;Савёловская;PRIDE
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/313373364/;Москва;sale;flat;1;22;1;19.5;4550000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
MR Group;developer;https://www.cian.ru/sale/flat/315764831/;Москва;sale;flat;4;59;1;32.6;;Можайский;;;Давыдково;Веер ЖК
Самолет плюс Троицк;real_estate_agent;https://www.cian.ru/sale/flat/313731766/;Москва;sale;flat;2;3;1;39.2;7500000;; Генерала Донскова;21к1;Апрелевка;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/306600560/;Москва;sale;flat;7;26;1;31.0;25500000;Пресненский;к2.1;к2.1;Белорусская;Репаблик ЖК
ID 93838377;homeowner;https://www.cian.ru/sale/flat/315977664/;Москва;sale;flat;2;9;1;32.5;10500000;Перово;1-я Владимирская ;18К5;Перово;
Донстрой;developer;https://www.cian.ru/sale/flat/316120581/;Москва;sale;flat;2;25;1;36.4;;Лефортово;;;Площадь Ильича;Символ ЖК
Beri;real_estate_agent;https://www.cian.ru/sale/flat/314622571/;Москва;sale;flat;6;9;1;34.9;13400000;Северное Тушино; Вилиса Лациса;7К1;Планерная;
ИП Руднев О. И.;real_estate_agent;https://www.cian.ru/sale/flat/313807891/;Москва;sale;flat;4;12;1;40.2;16200000;Сокольники;Большой Матросский переулок;1;Электрозаводская;
FORMA;developer;https://www.cian.ru/sale/flat/313084032/;Москва;sale;flat;4;7;1;33.5;16880482;Даниловский;;;Павелецкая;PAVE
ID 128826841;homeowner;https://www.cian.ru/sale/flat/315341825/;Москва;sale;flat;10;33;1;31.8;11950000;Метрогородок;Тагильская ;3к2;Черкизовская;Открытый парк
Олег Демидов;realtor;https://www.cian.ru/sale/flat/311849933/;Москва;sale;flat;6;7;1;36.0;7500000;Южное Бутово; Адмирала Руднева;20;Бунинская аллея;
ID 10345338;realtor;https://www.cian.ru/sale/flat/314794936/;Москва;sale;flat;8;15;1;35.0;11900000;Коньково;Профсоюзная ;69;Беляево;Дом на Профсоюзной 69
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/313966625/;Москва;sale;flat;6;10;1;36.8;10000000;Южное Бутово;Южнобутовская ;56;Улица Горчакова;
Capital Group;developer;https://www.cian.ru/sale/flat/298020354/;Москва;sale;flat;15;67;1;47.5;52250000;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити;Capital Towers
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/316209994/;Москва;sale;flat;2;14;1;46.1;17900000;Солнцево;Боровское шоссе;2к7;Говорово;Мещерский лес
MaxCapital;real_estate_agent;https://www.cian.ru/sale/flat/315814638/;Москва;sale;flat;12;12;1;38.79;12000000;Чертаново Южное;3-й Дорожный проезд;4К1;Улица Академика Янгеля;
Sminex;developer;https://www.cian.ru/sale/flat/315094959/;Москва;sale;flat;15;28;1;36.4;23420000;Марфино; Академика Королева;21;Бутырская;Дом Достижение
Lars Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/315129656/;Москва;sale;flat;5;18;1;96.0;83000000;Пресненский;2-я Звенигородская ;11;Улица 1905 года;Резиденция МОНЭ
ID 154790;real_estate_agent;https://www.cian.ru/sale/flat/312552237/;Москва;sale;flat;3;5;1;30.0;10500000;Савеловский;Петровско-Разумовский проезд;11А;Петровский Парк;
ГК Сумма Элементов;developer;https://www.cian.ru/sale/flat/315695456/;Москва;sale;flat;11;85;1;50.71;43534384;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Москва-Сити;Дом Дау
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/313222800/;Москва;sale;flat;5;16;1;34.5;11600000;Котловка;Большая Черемушкинская ;9К3;Крымская;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315723866/;Москва;sale;flat;5;27;1;40.5;16000000;Даниловский;1-я оч.;к13;ЗИЛ;Shagal
Донстрой;developer;https://www.cian.ru/sale/flat/316120890/;Москва;sale;flat;16;50;1;49.6;;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
Артём Кортиков;realtor;https://www.cian.ru/sale/flat/316218411/;Москва;sale;flat;35;49;1;43.1;22950000;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
ID 137148;realtor;https://www.cian.ru/sale/flat/315584136/;Москва;sale;flat;17;18;1;39.0;9500000;Западное Дегунино;Коровинское шоссе;23К2;Грачёвская;
Донстрой;developer;https://www.cian.ru/sale/flat/316119543/;Москва;sale;flat;15;21;1;45.0;;Хорошево-Мневники;Жилой комплекс остров;6-й кв-л;Терехово ;Остров
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/314699560/;Москва;sale;flat;23;23;1;35.9;18850000;Лефортово;Красноказарменная ;14Ак2;Авиамоторная;Пётр I
ID 88424902;unknown;https://www.cian.ru/sale/flat/314652674/;Москва;sale;flat;2;5;1;38.0;9690000;; Жемчужная;1к10;Филатов Луг;
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005193/;Москва;sale;flat;7;10;1;54.3;14657200;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Мария Чикунова;realtor;https://www.cian.ru/sale/flat/316042120/;Москва;sale;flat;8;9;1;32.0;13350000;Бескудниковский;Бескудниковский бульвар;28К2;Селигерская;
MR Group;developer;https://www.cian.ru/sale/flat/315516806/;Москва;sale;flat;5;59;1;32.8;13377775;Покровское-Стрешнево;Волоколамское шоссе;93;Трикотажная;City Bay
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005124/;Москва;sale;flat;3;10;1;58.0;15462500;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
ID 28314604;realtor;https://www.cian.ru/sale/flat/316059964/;Москва;sale;flat;5;14;1;41.0;10500000;Новокосино;Суздальская ;20К3;Новокосино;
Группа Аквилон;developer;https://www.cian.ru/sale/flat/315985025/;Москва;sale;flat;2;23;1;22.2;8728280;Отрадное;Сигнальный проезд;12;Владыкино;Апарт-комплекс Akvilon Signal
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/315990604/;Москва;sale;flat;1;10;1;44.7;12459200;Кунцево;5-я Мякининская ;20;Строгино;Клубный дом Рублево
ID 116725896;homeowner;https://www.cian.ru/sale/flat/315404296/;Москва;sale;flat;5;12;1;34.8;16300000;Таганский;Большая Андроньевская ;20;Марксистская;
Среда;developer;https://www.cian.ru/sale/flat/313362115/;Москва;sale;flat;11;30;1;33.89;17418917;Кунцево;48-й кв-л;;Кунцевская;Среда на Кутузовском ЖК
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005099/;Москва;sale;flat;2;10;1;47.7;13175000;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/315441530/;Москва;sale;flat;5;12;1;29.3;8600000;; 3-я Нововатутинская;15к1;Кедровая;Новые Ватутинки, мкр. Центральный
MR Group;developer;https://www.cian.ru/sale/flat/309402340/;Москва;sale;flat;13;24;1;46.38;24766920;Алексеевский;;;Улица Сергея Эйзенштейна;Мира ЖК
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005073/;Москва;sale;flat;8;10;1;60.5;16018100;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315930735/;Москва;sale;flat;3;9;1;33.1;10800000;Солнцево; 50 лет Октября;27К1;Говорово;
Мангазея;developer;https://www.cian.ru/sale/flat/307596820/;Москва;sale;flat;8;12;1;39.5;;Левобережный;;;Беломорская;Мангазея на Речном ЖК
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005031/;Москва;sale;flat;7;10;1;47.5;13138700;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Алексей Рыбаков;realtor;https://www.cian.ru/sale/flat/316064725/;Москва;sale;flat;1;5;1;31.4;8950000;Измайлово;Измайловский проезд;6К2;Измайловская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/315193630/;Москва;sale;flat;4;9;1;43.6;23435000;;;В17 кв-л;Серебряный Бор;Сберсити ЖК
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313004944/;Москва;sale;flat;2;10;1;60.5;16013800;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
ID 12964704;unknown;https://www.cian.ru/sale/flat/309447203/;Москва;sale;flat;5;12;1;39.2;9975000;Бибирево; Плещеева;24;Бибирево;
Донстрой;developer;https://www.cian.ru/sale/flat/314756919/;Москва;sale;flat;9;12;1;57.1;55923740;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313004931/;Москва;sale;flat;2;10;1;55.6;14950900;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/312436253/;Москва;sale;flat;8;12;1;37.0;10500000;;проспект Куприна;34к2;Потапово;Эко Бунино
MR Group;developer;https://www.cian.ru/sale/flat/315159389/;Москва;sale;flat;7;13;1;46.81;88508348;Мещанский;Садовая-Сухаревская ;14;Цветной бульвар;Клубный дом Forum
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005151/;Москва;sale;flat;7;10;1;57.9;15447200;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Юрий Зайцев;realtor;https://www.cian.ru/sale/flat/316052346/;Москва;sale;flat;6;9;1;33.0;10500000;Ивановское; Молостовых;12;Новогиреево;
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313004928/;Москва;sale;flat;2;10;1;53.2;14404400;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/314147412/;Москва;sale;flat;19;24;1;41.8;10480000;Ясенево;проезд Одоевского;3К7;Ясенево;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/315034858/;Москва;sale;flat;4;6;1;47.67;82759780;Замоскворечье;Космодамианская набережная;4/22С8;Новокузнецкая;Клубный дом Космо 4/22
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313004957/;Москва;sale;flat;8;10;1;54.1;14621700;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Доступная Недвижимость. 8 отдел;real_estate_agent;https://www.cian.ru/sale/flat/313238556/;Москва;sale;flat;4;12;1;32.6;8700000;Орехово-Борисово Южное;Тамбовская ;8К1;Зябликово;
MR Group;developer;https://www.cian.ru/sale/flat/315654133/;Москва;sale;flat;12;21;1;38.93;;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005024/;Москва;sale;flat;7;10;1;47.6;13161400;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315418242/;Москва;sale;flat;10;26;1;36.2;14400000;Даниловский;Автозаводская ;23Бк2;ЗИЛ;Парк Легенд
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005105/;Москва;sale;flat;4;10;1;57.9;15447200;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/313187911/;Москва;sale;flat;6;6;1;33.05;8100000;;;;Санино;Западный ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/314672653/;Москва;sale;flat;3;20;1;32.9;8624333;;;3;Филатов Луг;Город-парк Первый Московский
Сбербанк;real_estate_agent;https://www.cian.ru/sale/flat/313005005/;Москва;sale;flat;9;10;1;47.9;13220300;Кунцево;4-я Мякининская ;27;Строгино;Клубный дом Рублево
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/314968781/;Москва;sale;flat;5;5;1;30.8;8350000;Восточное Измайлово;15-я Парковая ;18К1;Первомайская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/314440119/;Москва;sale;flat;2;12;1;73.2;61222000;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Монблан
MR Group;developer;https://www.cian.ru/sale/flat/316201444/;Москва;sale;flat;5;47;1;34.92;19775196;Хорошево-Мневники;;;Полежаевская;Джойс ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/315216755/;Москва;sale;flat;7;9;1;34.8;15200000;Котловка; Дмитрия Ульянова;43К1;Академическая;
TOUCH;developer;https://www.cian.ru/sale/flat/312660003/;Москва;sale;flat;8;13;1;42.8;32556000;Южнопортовый;Сосинская ;8;Волгоградский проспект;Champine
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/312754921/;Москва;sale;flat;4;8;1;34.0;25700000;Гагаринский;Ленинский проспект;38Ак1;Ленинский проспект;Lunar
Донстрой;developer;https://www.cian.ru/sale/flat/316120887/;Москва;sale;flat;27;50;1;46.1;;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/314018129/;Москва;sale;flat;11;25;1;22.54;6500000;Тропарево-Никулино;Востряковское шоссе;7с6;Озёрная;МФК-Ситимикс
Донстрой;developer;https://www.cian.ru/sale/flat/316119518/;Москва;sale;flat;18;22;1;38.3;;Хорошево-Мневники;проезд Проектируемый № 1077;;Терехово ;Остров
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/316060192/;Москва;sale;flat;5;21;1;18.0;7300000;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/311036849/;Москва;sale;flat;2;15;1;36.6;;Головинский;Михалковская ;48;Коптево;Михалковский
3SGroup;developer;https://www.cian.ru/sale/flat/309583590/;Москва;sale;flat;2;33;1;36.8;12348583;Текстильщики;Юго-Восточный ао;;Новохохловская;Voice Towers
Трансстройинвест;developer;https://www.cian.ru/sale/flat/311057704/;Москва;sale;flat;2;8;1;71.5;115368358;Мещанский;Большой Кисельный переулок;11/2с2;Тургеневская;Frank's house
Time Property;real_estate_agent;https://www.cian.ru/sale/flat/304779000/;Москва;sale;flat;9;31;1;45.3;23900000;Филевский парк;Береговой проезд;5к1;Фили;Фили Град
Capital Group;representative_developer;https://www.cian.ru/sale/flat/304746725/;Москва;sale;flat;15;51;1;44.98;26392833;Пресненский;Шмитовский проезд;39к4;Шелепиха;Headliner
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315286310/;Москва;sale;flat;11;15;1;40.5;30900000;Раменки;Винницкая ;8к3;Раменки;Настоящее
MR Group;developer;https://www.cian.ru/sale/flat/316085618/;Москва;sale;flat;5;44;1;40.43;23611120;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
ЛСР;developer;https://www.cian.ru/sale/flat/313599472/;Москва;sale;flat;6;43;1;34.1;19152606;Даниловский;;к3;Верхние котлы;Марк ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/308257993/;Москва;sale;flat;1;22;1;21.6;4700000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Sense Development;developer;https://www.cian.ru/sale/flat/298147684/;Москва;sale;flat;12;13;1;72.7;49372000;Даниловский; Даниловский Вал;1А;Тульская;Logos
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/300171400/;Москва;sale;flat;22;24;1;14.2;12320000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Мангазея;developer;https://www.cian.ru/sale/flat/314330340/;Москва;sale;flat;6;25;1;31.3;14219590;Богородское;;;Бульвар Рокоссовского;Мангазея в Богородском ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/312482924/;Москва;sale;flat;22;22;1;15.5;12500000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Forma;developer;https://www.cian.ru/sale/flat/312106819/;Москва;sale;flat;16;29;1;33.1;19727600;Печатники;;;Нагатинский Затон;Портлэнд ЖК
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/308100205/;Москва;sale;flat;24;24;1;21.0;15590000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 129501929;developer;https://www.cian.ru/sale/flat/315682944/;Москва;sale;flat;2;27;1;29.5;15882448;Нагатинский затон;;;Южный порт;Дрим Рива ЖК
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/315519301/;Москва;sale;flat;24;27;1;33.0;18500000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/315911081/;Москва;sale;flat;5;5;1;33.3;12000000;Черемушки;Херсонская ;34К1;Зюзино;
ЛСР;developer;https://www.cian.ru/sale/flat/315801797/;Москва;sale;flat;22;23;1;41.5;15343297;Чертаново Центральное;;2;Пражская;Парксайд ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/306867070/;Москва;sale;flat;16;36;1;41.1;33000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/316062590/;Москва;sale;flat;5;9;1;32.5;9900000;Бибирево; Лескова;10А;Алтуфьево;
Мангазея;developer;https://www.cian.ru/sale/flat/313794487/;Москва;sale;flat;5;41;1;40.3;16498820;Богородское;Открытое шоссе;вл9;Бульвар Рокоссовского;Мангазея в Богородском
ID 128177307;realtor;https://www.cian.ru/sale/flat/314269655/;Москва;sale;flat;16;30;1;42.62;14200000;Рязанский;Рязанский проспект;;Окская;Первый Рязанский
Диана Тухбатуллина;realtor;https://www.cian.ru/sale/flat/311851625/;Москва;sale;flat;3;10;1;33.0;9700000;; Золотошвейная;3;Филатов Луг;Цветочные Поляны
Sminex;developer;https://www.cian.ru/sale/flat/309389681/;Москва;sale;flat;2;5;1;54.7;137250000;Тверской;;;Площадь Революции;Ильинка 3/8 ЖК
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/315778606/;Москва;sale;flat;11;28;1;32.0;18700000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
МОЯ СТОЛИЦА;real_estate_agent;https://www.cian.ru/sale/flat/301704043/;Москва;sale;flat;7;9;1;32.9;8990000;Выхино-Жулебино;Ташкентская ;16К1;Юго-Восточная;
ЛСР;developer;https://www.cian.ru/sale/flat/293200523/;Москва;sale;flat;3;58;1;37.0;19737280;Коньково;40-й кв-л;;Калужская;Обручева 30 ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/311749828/;Москва;sale;flat;22;26;1;53.16;40500000;Пресненский; Пресненский Вал;;Белорусская;Republic
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/315253236/;Москва;sale;flat;4;4;1;42.1;18500000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Hutton Development;developer;https://www.cian.ru/sale/flat/313483422/;Москва;sale;flat;10;17;1;51.3;38000000;Гагаринский;Ленинский проспект;38Ак1;Ленинский проспект;Lunar
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/311928818/;Москва;sale;flat;8;9;1;30.0;6100000;; Золотошвейная;2;Филатов Луг;Цветочные Поляны
Главстрой;developer;https://www.cian.ru/sale/flat/311941224/;Москва;sale;flat;3;30;1;31.0;11772405;Рязанский;Рязанский проспект;;Окская;balance
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/316178031/;Москва;sale;flat;5;9;1;33.2;10900000;Коньково;Профсоюзная ;88/20;Беляево;
AFI Development;developer;https://www.cian.ru/sale/flat/314000505/;Москва;sale;flat;3;14;1;29.3;12865539;Басманный;Большая Почтовая ;24;Электрозаводская;Резиденции Архитекторов
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/315244037/;Москва;sale;flat;3;5;1;42.5;6700000;; Академика Дыхне;20;Троицк;Легенда
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/307275502/;Москва;sale;flat;2;12;1;41.0;11500000;Соколиная гора;Вольная ;4;Семёновская;
Основа;developer;https://www.cian.ru/sale/flat/313031929/;Москва;sale;flat;3;35;1;35.2;10542400;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Наталья Романова;realtor;https://www.cian.ru/sale/flat/315782280/;Москва;sale;flat;9;9;1;33.0;9800000;Орехово-Борисово Северное;Домодедовская ;1К1;Домодедовская;
Группа Родина;developer;https://www.cian.ru/sale/flat/313114290/;Москва;sale;flat;2;23;1;45.0;23536508;Ростокино;;к5;Ботанический сад;Союз ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/307538846/;Москва;sale;flat;1;12;1;30.7;8600000;Люблино;Белореченская ;15;Люблино;
ID 128482753;developer;https://www.cian.ru/sale/flat/314882286/;Москва;sale;flat;2;16;1;36.25;17762500;Даниловский;Апартаментов Инсайдер комплекс;;Тульская;Дом на набережной INSIDER
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/315843220/;Москва;sale;flat;2;9;1;42.0;9000000;;;94;Крёкшино;Эдельвейс
MR Group;developer;https://www.cian.ru/sale/flat/315119995/;Москва;sale;flat;13;48;1;32.8;15625920;Покровское-Стрешнево;Парус кв-л;;Тушинская;Ситизен ЖК
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/315560920/;Москва;sale;flat;2;9;1;32.6;12500000;Северное Тушино;бульвар Яна Райниса;2К1;Сходненская;
